"Protein.Group","Protein.Ids","Protein.Names","Genes","First.Protein.Description","b1_9_rep","b1_7","b1_2","b1_3","b1_6","b1_pool","b1_5","b1_1","b1_9","b1_4","b1_8","b1_10","b2_4","b2_8","b2_6","b2_9","b2_3","b2_1","b2_10","b2_7","b2_2","b2_pool","b2_5","b2_9_rep"
"P08574","P08574","CY1_HUMAN","CYC1","Cytochrome c1, heme protein, mitochondrial",NA,NA,28905.5,8939.37,NA,7348.14,NA,4424.13,4727.63,2320.99,NA,NA,NA,NA,789.727,NA,7113.37,9975.78,NA,1125.61,NA,3508.48,2533.74,NA
"P08575;P08575-10;P08575-4;P08575-5;P08575-6;P08575-7;P08575-8;P08575-9","P08575-10;P08575-4;P08575-5;P08575-6;P08575-7;P08575-8;P08575-9;P08575","PTPRC_HUMAN","PTPRC","Receptor-type tyrosine-protein phosphatase C",9413.21,7688.09,33224.3,9913.02,5140.97,11492.2,13769.5,10172.4,10596.3,6471.08,9129.56,9952.02,9601.69,12039.8,8361.39,9097.4,12407.6,12231.5,7159.1,10585.5,9871.12,16854.1,10098,4273.36
"P08590","P08590","MYL3_HUMAN","MYL3","Myosin light chain 3",47720.2,28091.9,23063.3,26707.1,40721.3,32335.1,50460.9,36872.7,50539.8,32588.6,27101.2,82473.2,37917.8,50465.4,28057.7,44129.9,31530,22655.8,55443.4,33425.5,50808.9,33577.6,25580.5,35326.4
"P08603","P08603","CFAH_HUMAN","CFH","Complement factor H",5188260,6768800,2167260,3274010,4616800,5449570,5081690,3874250,5017020,4578250,4865980,6035050,3863840,5499860,4576910,4930470,2569350,2951490,6045780,10789800,4921060,5481550,5373420,4817790
"P08637","P08637","FCG3A_HUMAN","FCGR3A","Low affinity immunoglobulin gamma Fc region receptor III-A",14968.6,NA,16449.9,4836.14,12147.7,15426.2,16563.4,3688.94,18941.8,6396.22,4680.28,8320.72,NA,NA,10016.4,14890.4,8410.56,7946.14,9465.1,7151.51,15031.8,8653.24,11900.4,5612.25
"P08648","P08648","ITA5_HUMAN","ITGA5","Integrin alpha-5",3488.25,NA,33498.6,7284.62,2161.63,8617.85,9789.58,11498.9,3907.96,5384.16,2727.15,876.024,4966.06,NA,3043.58,5494,10414.5,11387.3,NA,NA,2868.11,11823.4,4132.81,4508.34
"P08670","P08670;P17661","VIME_HUMAN","VIM","Vimentin",14285.3,26277.6,48442.6,26319.2,25749.4,22831.1,23092.7,15935.1,24794.1,19710,17973,32428.8,17494.3,20005.4,20204.1,24290.4,16039.9,16403.1,29402.6,15332,86581.5,21217.7,15767.8,15771.8
"P08684;P20815;P24462;P24462-2","P08684;P20815;P24462-2;P24462","CP3A4_HUMAN;CP3A5_HUMAN;CP3A7_HUMAN","CYP3A4;CYP3A5;CYP3A7","Cytochrome P450 3A4",NA,14463.4,6933.98,NA,NA,9876.25,25619.1,NA,19854.8,8307.06,NA,11695.9,NA,31365.8,10601.5,NA,9856.03,NA,30603.9,2800.85,NA,NA,NA,NA
"P08697","P08697-2;P08697","A2AP_HUMAN","SERPINF2","Alpha-2-antiplasmin",119677,204963,136359,165707,212656,191792,145477,184028,122430,187659,163558,89387.5,187712,162997,215394,167060,221928,148429,180443,253763,234382,183069,184673,177320
"P08708","P08708","RS17_HUMAN","RPS17","40S ribosomal protein S17",NA,NA,2280.14,1356.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,897.64,NA,NA,NA,NA,887.603,NA
"P08709;P08709-2","P08709-2;P08709","FA7_HUMAN","F7","Coagulation factor VII",32775.4,37759.5,32781.3,28394.5,35012.9,50293,46163.2,56653.2,39129.1,29249.8,38520.6,33930,51752.3,67650.6,26151.5,49346.6,41549.6,27582.7,35413.8,63011.5,69405.3,52614.2,45885,57650.5
"P08727","P05783;P08727","K1C19_HUMAN","KRT19","Keratin, type I cytoskeletal 19",20956.5,15062.7,10313.6,NA,11379.7,NA,22772.3,35761.3,20693,22491,NA,31917.1,44627.9,NA,16476.2,90877,NA,7144.62,23096.8,NA,NA,20249.1,17499.4,65356.7
"P08729","P08729","K2C7_HUMAN","KRT7","Keratin, type II cytoskeletal 7",NA,NA,NA,NA,NA,NA,NA,479.29,NA,3083.55,2564.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13804.5
"P08758","P08758","ANXA5_HUMAN","ANXA5","Annexin A5",8699.74,9052.22,NA,9507.86,NA,5728.05,5785.42,4025.27,8494.88,3921.07,7241.22,5199.07,NA,NA,6323.01,7069.6,4134.39,9195.78,6444.86,NA,5801.02,6538.28,NA,3401.61
"P08779","P08779","K1C16_HUMAN","KRT16","Keratin, type I cytoskeletal 16",144890,112577,115914,89664,189110,525864,177878,1157670,139983,2333880,128660,208590,263961,289956,375611,417616,819210,353208,153386,146184,858764,550478,397247,375391
"P08842","P08842","STS_HUMAN","STS","Steryl-sulfatase",NA,3933.11,4546.16,NA,NA,NA,NA,5242.38,2611.36,4407.2,3269.48,NA,NA,4063.59,4589.62,8753.1,14822.7,6585.42,NA,NA,3637.12,4674.37,NA,11144.4
"P08865","A0A8I5KQE6;P08865","RSSA_HUMAN","RPSA","40S ribosomal protein SA",4843.85,2485.14,5620.66,7856.79,4148.44,16784.5,16195.5,10769.3,2459.4,8868.62,18631.6,11252.7,5283.52,3857.34,4665.53,3608.87,19392.1,9777.04,5859.78,4453.28,18293.6,7024.35,7313.44,6466.4
"P08962;P08962-2;P08962-3","P08962-2;P08962-3;P08962","CD63_HUMAN","CD63","CD63 antigen",NA,NA,11597.3,5256.5,NA,2638.63,NA,NA,NA,2333.54,NA,NA,NA,NA,NA,NA,1901.55,4406.41,NA,NA,NA,NA,NA,NA
"P09093","P09093","CEL3A_HUMAN","CELA3A","Chymotrypsin-like elastase family member 3A",NA,NA,NA,NA,NA,NA,NA,NA,NA,8855.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,3965.16,NA,NA,NA,NA
"P09110","P09110-2;P09110","THIK_HUMAN","ACAA1","3-ketoacyl-CoA thiolase, peroxisomal",6076.41,5540.86,21379.1,5419.29,3127.44,27267.2,137085,10100.9,8336.79,153449,5355.04,10652.2,9620.45,3794.69,3925.69,7528.67,8681.15,7449.84,8401.52,5657.46,4226.37,27522.5,2670.37,5634
"P09211","P09211","GSTP1_HUMAN","GSTP1","Glutathione S-transferase P",NA,12179.9,6009.86,180380,14065,16304.8,33239.2,18466.3,NA,10159,10014.9,30559.5,15885.7,7421.71,4583.71,24461,34201.9,15457.6,21385.1,3436.92,7634.03,7704.26,11628.4,43063.2
"P09382","P09382","LEG1_HUMAN","LGALS1","Galectin-1",12046.8,21517.3,13863.3,10946.8,10537.6,12600.6,9016.15,12403.9,8663.83,14847.7,8860.66,14315,NA,12174.2,15751.1,7058.58,11983,7152.58,17017.4,11225.7,16273.6,20228.8,13561.5,10385.8
"P09417;P09417-2","P09417-2;P09417","DHPR_HUMAN","QDPR","Dihydropteridine reductase",4643.27,4805.71,7230.5,8317.06,5899.32,6960.07,23104.7,16644.7,6926.7,19253.9,NA,10688.6,8472.19,8004.54,NA,8298.16,5296.17,9658.71,9170.67,6293.31,NA,7884.32,6879.89,8091.95
"P09471-2","P09471-2;P09471","GNAO_HUMAN","GNAO1","Isoform Alpha-2 of Guanine nucleotide-binding protein G(o) subunit alpha",NA,NA,NA,6628.91,4934.63,7048.3,NA,NA,13817.6,NA,12037.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P09486","P09486","SPRC_HUMAN","SPARC","SPARC",8064.82,NA,17788.1,6694.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P09493;P09493-10;P09493-4","P09493-10;P09493-4;P09493-6;P09493","TPM1_HUMAN","TPM1","Tropomyosin alpha-1 chain",15048.9,9866.86,7139.04,8236.08,13501.5,15168.2,15251.9,14424.6,15810.1,13675.3,9449.23,25629.1,13195.5,29108.3,11647.3,15820,12621.8,2915.16,13832.1,11203.5,25340.4,11811.3,6714.13,23271.5
"P09525;P09525-3","P09525-2;P09525-3;P09525","ANXA4_HUMAN","ANXA4","Annexin A4",7130.01,2843.58,4895.39,5606.52,5834.51,6010.37,15750.8,12199.6,7201.29,9263.77,5315.18,NA,8015.25,10684.4,6532.44,12588.7,24931.1,14171.7,NA,5806.36,10560.4,6941.61,10799.1,7110.38
"P09529","P09529","INHBB_HUMAN","INHBB","Inhibin beta B chain",6110.79,15865.8,6334.32,8288.16,9546.22,8672.88,13682.1,21360.4,12167.4,31970.3,17399.5,9469.46,13519.9,32768.9,7389.15,22091,9247.42,14332.6,16737.1,12395.3,12852,8945.08,18328.1,19886.2
"P09543;P09543-2","P09543-2;P09543","CN37_HUMAN","CNP","2',3'-cyclic-nucleotide 3'-phosphodiesterase",6681.93,3239.34,17298.4,7834.72,7346.7,8398.68,6141.56,5644.73,3231.63,6024.19,3528.34,5820.42,7179.56,NA,3145.3,3782.29,9682.24,11973.8,NA,NA,4600.65,8941.86,4841.84,NA
"P09601","P09601","HMOX1_HUMAN","HMOX1","Heme oxygenase 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018.77,NA,NA,NA,NA,2439.14,2038.05,2860.26,NA,NA,4011.07,NA,NA,NA
"P09622;P09622-3","P09622-2;P09622-3;P09622","DLDH_HUMAN","DLD","Dihydrolipoyl dehydrogenase, mitochondrial",NA,20893,32171,16344.6,7211.31,26185.8,50379.1,36114.2,NA,NA,NA,43077,10468.5,NA,NA,7992.88,NA,19308.6,30870.5,NA,NA,NA,6009.69,NA
"P09651;P09651-2;P09651-3","P09651-2;P09651-3;P09651;Q32P51","ROA1_HUMAN","HNRNPA1","Heterogeneous nuclear ribonucleoprotein A1",3178.11,12150.9,5177.19,46953.9,18457.4,16662.4,12700.9,22936.9,8728.37,8564.82,6686.08,25122.4,7210.08,NA,9889.46,31434.3,8021.27,11520.3,25088.4,11948.9,31512.9,15770.7,12962.1,34900.9
"P09669","P09669","COX6C_HUMAN","COX6C","Cytochrome c oxidase subunit 6C",5521.1,10051.5,181675,33223.4,11088.5,28047.9,30886.1,29464.4,14616.4,10282.4,5956.01,5381.9,17900.9,3229.43,5261.33,3603.17,35239.8,37673.1,4968.23,6390.62,7588.38,29111.7,9015.36,9779.98
"P09871","P09871","C1S_HUMAN","C1S","Complement C1s subcomponent",378730,378082,228145,295220,418562,315076,373108,304742,382760,186014,391184,252705,294332,296190,257438,259395,267471,183329,224774,221094,243526,295484,243890,323470
"P09960","P09960-2;P09960","LKHA4_HUMAN","LTA4H","Leukotriene A-4 hydrolase",3745.67,6792.89,9683.47,5601.48,7897.34,4956.5,4656.44,9115.12,3749.11,7102.54,7350.89,8241.5,NA,18695.5,9293.59,7621.77,10891.9,6644.48,6276.66,7091.44,12901.6,12621.6,3276.07,5107.58
"P09972","P09972","ALDOC_HUMAN","ALDOC","Fructose-bisphosphate aldolase C",NA,NA,5780.78,NA,NA,6618.74,7792.51,NA,NA,9596.09,8342.97,NA,5161.87,NA,4455.47,NA,5668.02,8423.28,NA,7062.84,8950.48,3773.77,NA,NA
"P0C0L4-2","P0C0L4-2;P0C0L4","CO4A_HUMAN","C4A","Isoform 2 of Complement C4-A",116392,283523,97987.1,170912,104127,171369,124390,79569.1,120861,203970,266530,212833,117676,149891,194972,116119,137572,107450,133296,131593,76525.9,162142,150691,134666
"P0C0L5","P0C0L4-2;P0C0L4;P0C0L5","CO4B_HUMAN","C4B","Complement C4-B",2608950,5797950,2284520,2805930,2525250,3910850,4514160,1856810,2533870,3457630,4234900,4033410,6237410,3701360,4021720,3168180,2313080,2154170,3364880,3060970,2845690,3746800,3999430,3367930
"P0C0S8;P20671;Q16777;Q6FI13;Q96KK5;Q99878;Q9BTM1","P04908;P0C0S8;P20671;Q16777;Q6FI13;Q7L7L0;Q93077;Q96KK5;Q99878;Q9BTM1","H2A1D_HUMAN;H2A1H_HUMAN;H2A1J_HUMAN;H2A1_HUMAN;H2A2A_HUMAN;H2A2C_HUMAN;H2AJ_HUMAN","H2AC11;H2AC12;H2AC14;H2AC18;H2AC20;H2AC7;H2AJ","Histone H2A type 1",1376420,282142,1337840,704858,375996,702438,404679,495894,1259230,521686,528649,1188510,180870,410839,838219,551692,356552,437939,451314,191023,704493,793355,503771,471861
"P0C7P3;P0C7P3-2","P0C7P3-2;P0C7P3","SLN14_HUMAN","SLFN14","Protein SLFN14",NA,NA,22926.7,4483.61,NA,8300.71,5042.96,5248.56,10468,NA,NA,NA,14463.5,NA,NA,NA,2946,5447.08,NA,NA,NA,3589.82,NA,NA
"P0C869;P0C869-6;P0C869-7;P0C869-8","P0C869-4;P0C869-6;P0C869-7;P0C869-8;P0C869","PA24B_HUMAN","PLA2G4B","Cytosolic phospholipase A2 beta",NA,NA,NA,1329.57,NA,3126.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6948.76,NA,NA,NA,NA,NA,3174.85,NA
"P0CAP1;P0CAP1-10;P0CAP1-11;P0CAP1-2;P0CAP1-3;P0CAP1-4;P0CAP1-5;P0CAP1-6;P0CAP1-7;P0CAP1-8;P0CAP1-9","P0CAP1-10;P0CAP1-11;P0CAP1-2;P0CAP1-3;P0CAP1-4;P0CAP1-5;P0CAP1-6;P0CAP1-7;P0CAP1-8;P0CAP1-9;P0CAP1","MYZAP_HUMAN","MYZAP","Myocardial zonula adherens protein",NA,NA,2678.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P0CF74","P0CF74","IGLC6_HUMAN","IGLC6","Immunoglobulin lambda constant 6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2816.17,NA,NA,NA,NA
"P0CG47;P0CG48;P62979;P62987","P0CG47;P0CG48;P62979;P62987","RL40_HUMAN;RS27A_HUMAN;UBB_HUMAN;UBC_HUMAN","RPS27A;UBA52;UBB;UBC","Polyubiquitin-B",36027.8,57116,107043,67037.6,42423.2,48051.7,63575.2,56380,43361.1,55173.4,67475.4,51844.4,44338.4,52132,57963.6,68219.7,81497.9,75486.5,41686.8,29550.4,91522.6,55803.3,41290.4,64061.8
"P0DJI8","P0DJI8;P0DJI9-2;P0DJI9","SAA1_HUMAN","SAA1","Serum amyloid A-1 protein",145709,431382,240332,325056,301642,373504,646804,321950,156583,794479,211929,400869,180030,616030,314526,278627,276796,153001,477922,273464,902768,327671,148077,296866
"P0DJI9","P0DJI9","SAA2_HUMAN","SAA2","Serum amyloid A-2 protein",11244.1,59681.5,19466.1,59321.5,24401.1,53733.2,306568,47907.1,18466.7,168000,37433.7,70193.7,28481.7,116912,61975.7,31297,29603.7,32871.9,54104.6,50041.5,68417,50811,32503,32355
"P0DML2;P0DML3","P01241-2;P01241-3;P01241-4;P01241;P01242-2;P01242-3;P01242-4;P01242;P0DML2;P0DML3-2;P0DML3","CSH1_HUMAN;CSH2_HUMAN","CSH1;CSH2","Chorionic somatomammotropin hormone 1",78295.5,59935.7,29498,47116.5,97630.3,71427.5,36985,83104.8,72994.1,34505.4,70071,69129.4,34158,96793.2,49025.4,70908.7,33447,27817.3,43150.5,73526.2,44958.8,65260.6,62234.7,76968.6
"P0DMM9;P0DMM9-3;P0DMN0","P0DMM9-2;P0DMM9-3;P0DMM9;P0DMN0","ST1A3_HUMAN;ST1A4_HUMAN","SULT1A3;SULT1A4","Sulfotransferase 1A3",NA,NA,10428.1,3141.04,NA,NA,5454.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,5648.7,2596.22,NA,NA,2391.95,4802.9,4691.9,NA
"P0DMV8;P0DMV9","P0DMV8-2;P0DMV8;P0DMV9;P17066;P48741","HS71A_HUMAN;HS71B_HUMAN","HSPA1A;HSPA1B","Heat shock 70 kDa protein 1A",60594.5,36653.7,140345,65214.2,37418.1,76206.6,75712.1,61846.6,68294.5,76454.6,36918.6,31455.3,54057.3,31751.8,41407.2,47816.3,84096.5,76525.2,47423.2,18482.2,46904.6,69684.7,41215.8,50207.8
"P0DOY2;P0DOY3","P0DOY2;P0DOY3","IGLC2_HUMAN;IGLC3_HUMAN","IGLC2;IGLC3","Immunoglobulin lambda constant 2",194868,186528,94994.1,190590,194802,193505,145523,134690,180166,139359,204434,270767,118521,205450,222061,168687,249505,115094,208617,242261,183360,198602,184954,213051
"P0DP23;P0DP24;P0DP25","P0DP23;P0DP24;P0DP25","CALM1_HUMAN;CALM2_HUMAN;CALM3_HUMAN","CALM1;CALM2;CALM3","Calmodulin-1",8506.88,11959.9,28517.3,34858.8,25406.9,NA,26317.6,64191.5,6423.78,26001.7,5125.7,21013.4,5922.73,12585.9,7604.28,NA,3243.7,NA,NA,NA,9183.73,7093.62,NA,NA
"P0DPH7;P0DPH7-2;P0DPH8;Q6PEY2","P0DPH7-2;P0DPH7;P0DPH8;Q6PEY2;Q71U36-2;Q71U36","TBA3C_HUMAN;TBA3D_HUMAN;TBA3E_HUMAN","TUBA3C;TUBA3D;TUBA3E","Tubulin alpha-3C chain",NA,NA,20825.1,2144.11,NA,NA,NA,2262.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,2445.12,NA,NA,NA,881.567,1416.74,NA
"P0DTE1","P0DTE1","HV383_HUMAN","IGHV3-38-3","Probable non-functional immunoglobulin heavy variable 3-38-3",8335.66,7596.37,NA,26798.1,NA,21784.7,11551.8,20818.8,NA,6856.77,6814.56,8861.24,NA,NA,9586.9,NA,17111.4,NA,NA,4601.72,NA,NA,7693.68,NA
"P10155;P10155-3;P10155-4;P10155-5","P10155-3;P10155-4;P10155-5;P10155","RO60_HUMAN","RO60","RNA-binding protein RO60",5831.61,1234.48,7267.62,9837.29,NA,1068.74,NA,3688.33,5620.41,3206.13,3922.73,NA,5222.51,NA,4667.41,NA,4199.7,6193.45,NA,NA,NA,2253.89,11261.3,4225.81
"P10253","P10253","LYAG_HUMAN","GAA","Lysosomal alpha-glucosidase",NA,NA,NA,1617.87,4047.71,4567.44,NA,4824.4,NA,NA,4315.12,NA,NA,NA,NA,NA,5415.75,2659.69,NA,NA,2875.91,NA,2742.08,NA
"P10301","P10301;P62070-4;P62070","RRAS_HUMAN","RRAS","Ras-related protein R-Ras",6220,2771.34,18575.7,15520.9,NA,NA,6749.37,5062.91,3193.01,NA,3981.99,NA,4090.76,1300.68,4121.47,NA,7482.09,10413,NA,NA,2685.8,5956.47,7911.27,NA
"P10321;P10321-2","P10321-2;P10321","HLAC_HUMAN","HLA-C","HLA class I histocompatibility antigen, C alpha chain",NA,18489.7,18656.7,NA,29996.2,16507.2,NA,96680.8,NA,NA,30568.1,26043.9,NA,NA,NA,9309.11,NA,9973.94,29334.7,10325.6,6196.77,20428.7,2314.15,6543.68
"P10398","P04049-2;P04049;P10398;P15056","ARAF_HUMAN","ARAF","Serine/threonine-protein kinase A-Raf",NA,4716.75,15940.8,6556.82,2135.79,6053.41,NA,6045,NA,1853.55,3316.16,NA,NA,3660.6,1809.03,NA,4114.07,7032.22,20812.6,2792.63,NA,7086.54,6770,NA
"P10515","P10515","ODP2_HUMAN","DLAT","Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial",3580.94,NA,20651.7,2845.45,NA,NA,NA,5687.99,5551.57,NA,NA,2473.88,NA,NA,NA,NA,NA,5627.58,NA,NA,NA,12769.9,NA,NA
"P10586;P10586-2;P23468;P23468-3;P23468-4;P23468-5;P23468-6;P23468-7","P10586-2;P10586;P23468-3;P23468-4;P23468-5;P23468-6;P23468-7;P23468","PTPRD_HUMAN;PTPRF_HUMAN","PTPRD;PTPRF","Receptor-type tyrosine-protein phosphatase F",NA,3666.57,1218.3,NA,2709.3,2925.37,NA,1160.59,NA,5126.89,2580.02,NA,NA,NA,1464.54,NA,NA,2337.86,NA,NA,NA,NA,2764.48,NA
"P10599","P10599","THIO_HUMAN","TXN","Thioredoxin",5933.7,5725.25,6001.24,7887.03,14291.6,7114.14,NA,14188,7229.43,16853.4,9798.96,6679.69,10901.9,9761.83,10113.1,13320.6,9490.36,10199.7,8552.55,10103.1,6414.13,8718.53,15944.1,7868.63
"P10606","P10606","COX5B_HUMAN","COX5B","Cytochrome c oxidase subunit 5B, mitochondrial",26310.6,19623.8,262556,55592,18851.7,40756.6,53506.8,76427.2,25323,10980.5,9781,12942.6,30041.8,NA,11166.5,7059.35,54152.7,75134.7,7419.61,8388.36,13767.5,57610.5,12906.2,11799
"P10619;P10619-2","P10619-2;P10619","PPGB_HUMAN","CTSA","Lysosomal protective protein",11305.1,6228.55,28240.4,10395.9,8627.73,12391.3,13951.2,10477.7,3179.42,16843.5,10420.3,6268.06,28338.6,8704.21,17041.1,9573.42,18474.3,21047.2,4533.93,9623.34,NA,11496,21669.6,13521.5
"P10643","P10643","CO7_HUMAN","C7","Complement component C7",48321.7,68413.8,43887,63197,193672,93464.1,93144.2,67069.5,59379.1,69982.2,84392.1,30508.7,51429.8,73430.2,70860.4,106119,65687.1,54792.5,65661.8,62478,143856,81071.7,66887,98958.3
"P10644","P10644-2;P10644","KAP0_HUMAN","PRKAR1A","cAMP-dependent protein kinase type I-alpha regulatory subunit",18493.8,13372.2,325166,89639.3,19495,67076.2,56334.7,76060.5,18756,19633.7,10241,9172.67,38678.4,5736.93,9859.87,5378.64,80212.4,110424,21157.4,4304.98,12523.9,67997.4,9892.91,17200.5
"P10646","P10646","TFPI1_HUMAN","TFPI","Tissue factor pathway inhibitor",47205.6,49958.3,44847.1,51886.5,42739.6,59247.1,81671.1,58003,87686.1,136038,56710.6,60172.7,36365.5,56498.1,64994.7,80577,52504,32809.5,53222.7,40988.3,43516.3,80980.1,53076.6,43315.7
"P10720","P10720","PF4V_HUMAN","PF4V1","Platelet factor 4 variant",25292.3,3095.63,93091.9,40550.5,9223.77,22196,31038.1,25587.6,15102.9,9823.77,15407.2,75743.7,24445.1,21407.3,10871.2,5738.97,24208.3,83856.6,4930.52,5811.44,19329.5,18920.2,4099.6,3473.11
"P10809","P10809","CH60_HUMAN","HSPD1","60 kDa heat shock protein, mitochondrial",27023.3,15360.2,182966,49456.5,18910.4,48221.1,53180.9,50030.1,27431.4,12766,11496.5,33747.2,37381.5,8875.1,7724.48,51693.3,38981.7,65794.7,19765.2,9556.28,12427.7,38971.2,15445.6,49783.5
"P10909-6","P10909-2;P10909-4;P10909-5;P10909-6;P10909","CLUS_HUMAN","CLU","Isoform 6 of Clusterin",6673470,6269240,3710330,6794730,5745550,6569290,6313330,5142230,6349690,5542380,6449120,6065700,7130030,6049580,7760330,7650000,5261400,3594170,7533380,7922700,6421770,6974670,4817350,7815400
"P10916","P10916","MLRV_HUMAN","MYL2","Myosin regulatory light chain 2, ventricular/cardiac muscle isoform",32792.4,17784.1,11542.4,20741.5,24911.7,17766.4,29836,26998.6,35322.6,18751.6,19797.1,62466.8,17482.1,16819,12974.6,30987.3,21614.5,14837.4,40468.9,17651.6,40706.9,20420,15472.5,43889.2
"P11021","P11021","BIP_HUMAN","HSPA5","Endoplasmic reticulum chaperone BiP",483216,490724,295733,368355,407549,384428,422108,350219,530842,443173,321454,498415,213280,444264,250487,281981,257662,235393,359016,236695,290137,386771,298781,293206
"P11142","P0DMV8-2;P0DMV8;P0DMV9;P11142-2;P11142;P34931;P54652","HSP7C_HUMAN","HSPA8","Heat shock cognate 71 kDa protein",40955.5,39942.7,246277,88981.6,36014,84362.8,84741.7,79105,44822.4,69702.5,33018.7,41885.1,64922.4,29335.4,30784.8,36213.4,85477.2,88617.7,33138.6,17472.3,64385.9,85927.5,40206.9,46042.6
"P11166","P11166","GTR1_HUMAN","SLC2A1","Solute carrier family 2, facilitated glucose transporter member 1",11168.8,16578.2,12886.6,5426.81,13565.2,22021.5,13920.8,10896.3,10661.9,9058.83,13528,6941.33,13971.4,15520.4,9033.21,4868.26,10487.9,8923.01,118315,10359.3,7666.79,14000.2,14785.4,6881.17
"P11169","P11169;Q8TDB8-2;Q8TDB8-3;Q8TDB8-4;Q8TDB8-5;Q8TDB8","GTR3_HUMAN","SLC2A3","Solute carrier family 2, facilitated glucose transporter member 3",108311,65594.4,1115930,367239,51289.5,300205,272050,261294,116200,77571.6,41313.3,53654.5,185379,26222.8,27076.9,30236.6,342496,384079,43349,NA,42330.3,254985,49224,31597.2
"P11171;P11171-2;P11171-3;P11171-4","P11171-2;P11171-3;P11171-4;P11171-5;P11171-6;P11171","EPB41_HUMAN","EPB41","Protein 4.1",6477.46,4362.37,21531.9,15716.2,18541,13212.7,10061.9,17388.4,3712.17,3421.34,14727,6195.87,7610.89,18255.3,3453.36,5124.85,6700.85,11991.8,93324.2,6979.5,6224.33,13375.5,15920.8,9166.02
"P11172;P11172-2;P11172-3","P11172-2;P11172-3;P11172-4;P11172","UMPS_HUMAN","UMPS","Uridine 5'-monophosphate synthase",NA,NA,7812.31,2511.93,NA,1481.31,3300.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,5595.42,4038.69,NA,NA,NA,NA,NA,NA
"P11177;P11177-2;P11177-3","P11177-2;P11177-3;P11177","ODPB_HUMAN","PDHB","Pyruvate dehydrogenase E1 component subunit beta, mitochondrial",4473.94,5471.73,30327.8,5555.34,4485.71,7889.68,5712.44,2682.33,2647.48,3203.65,2962.58,12895.1,4442.96,4711.26,4269.1,4495.25,5744.67,8372.27,NA,1304.75,3388.44,8411.1,2640.38,7668.99
"P11182","P11182","ODB2_HUMAN","DBT","Lipoamide acyltransferase component of branched-chain alpha-keto acid dehydrogenase complex, mitochondrial",NA,NA,13538.1,4672.27,NA,2897.32,NA,NA,NA,5958.27,NA,4529.91,6097.61,NA,NA,2739.63,NA,719.449,NA,NA,6445,NA,NA,NA
"P11215;P11215-2","P11215-2;P11215","ITAM_HUMAN","ITGAM","Integrin alpha-M",4263.05,7088.13,5723.04,1562.13,6054.59,5786.57,9371.74,5939.5,14485.8,3362.53,6902.85,2341.82,6190.66,2216.93,7341.18,NA,6731.92,4230.94,1617.01,7498.25,6154.13,7768.2,7435.91,NA
"P11216","P11216","PYGB_HUMAN","PYGB","Glycogen phosphorylase, brain form",5179.81,NA,27706.8,8359.34,4014.11,10935.4,12694.1,8651.58,2290.54,9700.36,2141.02,NA,4579.86,2717.18,3720.29,2608.22,7304.34,7612.49,6868.54,2043.77,4262.64,8261.67,2656.73,7208.58
"P11226","P11226","MBL2_HUMAN","MBL2","Mannose-binding protein C",80031.4,55402.2,56014.4,21099.1,29883.7,69136.5,71766,51173.1,110375,104195,106320,37512.8,102759,41097.1,123082,38728.1,68442.3,11466.3,29248.5,41021.1,37741,80086.7,64565.2,31633.9
"P11233","P11233","RALA_HUMAN","RALA","Ras-related protein Ral-A",26387.5,29064.5,256337,188900,27211.6,86935.6,106028,103586,30227.9,42125.6,22701.4,19740.5,83734.2,15510.9,26282.3,17820.8,113834,186554,33394.8,10982,18459,105643,43129.7,23122
"P11274;P11274-2","P11274-2;P11274","BCR_HUMAN","BCR","Breakpoint cluster region protein",NA,NA,5560.91,1790.31,NA,3259.72,2701.77,NA,NA,NA,1067.6,NA,NA,NA,NA,NA,2431.33,2896.41,NA,NA,NA,1980.44,NA,4296.88
"P11277-2","P11277-2;P11277-3;P11277","SPTB1_HUMAN","SPTB","Isoform 2 of Spectrin beta chain, erythrocytic",10598.3,9274.62,85692.8,28175.1,16051.2,31531.5,15468.6,26291.6,10771.2,9372.28,22616.3,16073.4,23846.8,13908.5,8691.35,10187,21996,27462.1,78510,7637.77,9645.85,30282.6,18136.5,12546.4
